,location,total_sqft,bath,balcony,price,bhk
2264,Electronic City Phase II,1020.0,2.0,1.0,29.45,2.0
2265,Electronic City Phase II,1000.0,2.0,1.0,28.88,2.0
2266,Electronic City Phase II,1310.0,2.0,1.0,37.84,3.0
2267,Electronic City Phase II,1140.0,2.0,2.0,28.5,2.0
2268,Electronic City Phase II,1125.0,2.0,1.0,32.49,2.0
2269,Electronic City Phase II,1200.0,2.0,1.0,34.65,2.0
2270,Electronic City Phase II,1160.0,2.0,1.0,52.2,2.0
2271,Electronic City Phase II,1244.0,2.0,1.0,55.0,2.0
2272,Electronic City Phase II,1160.0,2.0,1.0,33.51,2.0
2273,Electronic City Phase II,1220.0,3.0,1.0,35.25,3.0
2274,Electronic City Phase II,1625.0,2.0,2.0,48.75,3.0
2275,Electronic City Phase II,972.0,2.0,1.0,40.0,2.0
2276,Electronic City Phase II,1160.0,2.0,1.0,33.51,2.0
2277,Electronic City Phase II,1400.0,2.0,2.0,40.45,3.0
2278,Electronic City Phase II,1090.0,2.0,1.0,31.48,2.0
2279,Electronic City Phase II,1140.0,2.0,1.0,32.92,2.0
2280,Electronic City Phase II,650.0,1.0,1.0,35.0,1.0
2281,Electronic City Phase II,1155.0,2.0,1.0,57.0,2.0
2282,Electronic City Phase II,1800.0,3.0,3.0,92.0,3.0
2283,Electronic City Phase II,1300.0,2.0,2.0,28.0,2.0
2284,Electronic City Phase II,1160.0,2.0,1.0,33.5,2.0
2285,Electronic City Phase II,1025.0,2.0,1.0,29.6,2.0
2286,Electronic City Phase II,829.0,2.0,1.0,22.8,2.0
2287,Electronic City Phase II,2187.5,4.0,0.0,105.0,4.0
2288,Electronic City Phase II,1252.0,2.0,1.0,67.0,2.0
2289,Electronic City Phase II,1320.0,2.0,1.0,38.12,3.0
2290,Electronic City Phase II,1125.0,2.0,1.0,32.63,2.0
2291,Electronic City Phase II,1140.0,2.0,1.0,34.0,2.0
2292,Electronic City Phase II,1310.0,2.0,1.0,37.84,3.0
2293,Electronic City Phase II,1400.0,2.0,2.0,40.43,3.0
2294,Electronic City Phase II,1252.0,2.0,1.0,65.0,3.0
2295,Electronic City Phase II,1135.0,2.0,2.0,46.0,2.0
2296,Electronic City Phase II,1305.0,3.0,1.0,65.0,3.0
2297,Electronic City Phase II,1165.0,2.0,1.0,33.64,2.0
2298,Electronic City Phase II,1400.0,2.0,2.0,40.44,3.0
2299,Electronic City Phase II,1336.0,2.0,3.0,50.35,3.0
2300,Electronic City Phase II,575.0,1.0,1.0,16.75,1.0
2301,Electronic City Phase II,925.0,2.0,1.0,49.82,3.0
2302,Electronic City Phase II,1065.0,2.0,1.0,30.76,2.0
2303,Electronic City Phase II,1065.0,2.0,1.0,30.75,2.0
2304,Electronic City Phase II,1140.0,2.0,1.0,33.06,2.0
2305,Electronic City Phase II,911.0,2.0,1.0,26.5,2.0
2306,Electronic City Phase II,1200.0,2.0,1.0,34.65,2.0
2307,Electronic City Phase II,1031.0,2.0,1.0,54.48,2.0
2308,Electronic City Phase II,1310.0,2.0,1.0,37.83,3.0
2309,Electronic City Phase II,1651.0,3.0,1.0,49.53,3.0
2310,Electronics City Phase 1,1070.0,2.0,1.0,45.5,2.0
2311,Electronics City Phase 1,1475.0,3.0,2.0,78.29,3.0
2312,Electronics City Phase 1,1490.0,3.0,1.0,78.8,3.0
2313,Electronics City Phase 1,1113.27,2.0,2.0,53.0,2.0
2314,Electronics City Phase 1,1490.0,3.0,1.0,84.0,3.0
2315,Electronics City Phase 1,1175.0,2.0,2.0,51.47,2.0
2316,Electronics City Phase 1,1160.0,2.0,1.0,52.0,2.0
2317,Electronics City Phase 1,920.0,2.0,2.0,33.0,2.0
2318,Electronics City Phase 1,1750.0,3.0,2.0,84.0,3.0
2319,Electronics City Phase 1,1350.0,3.0,1.0,55.0,3.0
2320,Electronics City Phase 1,940.0,2.0,1.0,40.0,2.0
2321,Electronics City Phase 1,1015.0,2.0,1.0,56.0,2.0
2322,Electronics City Phase 1,1595.0,3.0,2.0,75.0,3.0
2323,Electronics City Phase 1,1515.0,2.0,1.0,80.91,3.0
2324,Electronics City Phase 1,995.0,2.0,0.0,46.0,2.0
2325,Electronics City Phase 1,1555.0,2.0,1.0,82.0,3.0
2326,Electronics City Phase 1,1340.0,2.0,2.0,75.0,2.0
2327,Electronics City Phase 1,1124.0,2.0,2.0,55.0,3.0
2328,Electronics City Phase 1,1175.0,2.0,1.0,57.0,2.0
2329,Electronics City Phase 1,755.0,1.0,1.0,42.41,1.0
2330,Electronics City Phase 1,580.0,1.0,1.0,27.0,1.0
2331,Electronics City Phase 1,940.0,2.0,2.0,49.0,2.0
2332,Electronics City Phase 1,1335.0,2.0,2.0,67.0,2.0
2333,Electronics City Phase 1,1113.12,2.0,2.0,55.0,2.0
2334,Electronics City Phase 1,995.0,2.0,0.0,42.0,2.0
2335,Electronics City Phase 1,1350.0,3.0,0.0,71.0,3.0
2336,Electronics City Phase 1,1445.0,2.0,1.0,56.0,3.0
2337,Electronics City Phase 1,995.0,2.0,1.0,49.8,2.0
2338,Electronics City Phase 1,635.0,1.0,0.0,26.0,1.0
2339,Electronics City Phase 1,1190.0,2.0,1.0,68.0,2.0
2340,Electronics City Phase 1,1085.0,2.0,1.0,46.0,2.0
2341,Electronics City Phase 1,1450.0,3.0,2.0,72.54,3.0
2342,Electronics City Phase 1,360.0,1.0,0.0,16.9,1.0
2343,Electronics City Phase 1,638.0,1.0,1.0,32.0,1.0
2344,Electronics City Phase 1,1175.0,2.0,2.0,64.98,2.0
2345,Electronics City Phase 1,585.0,1.0,1.0,21.0,1.0
2346,Electronics City Phase 1,1200.0,2.0,2.0,59.76,2.0
2347,Electronics City Phase 1,1145.0,2.0,1.0,54.0,2.0
2348,Electronics City Phase 1,1125.0,2.0,2.0,65.0,2.0
2349,Electronics City Phase 1,1522.5,2.0,2.0,60.75,3.0
2350,Electronics City Phase 1,1550.0,2.0,2.0,82.0,3.0
2351,Electronics City Phase 1,1175.0,2.0,1.0,50.0,2.0
2352,Electronics City Phase 1,865.0,2.0,0.0,40.0,2.0
2353,Electronics City Phase 1,1450.0,3.0,1.0,70.0,3.0
2354,Electronics City Phase 1,1450.0,2.0,2.0,63.51,3.0
2355,Electronics City Phase 1,1450.0,3.0,2.0,58.0,3.0
2356,Electronics City Phase 1,1800.0,3.0,2.0,93.0,3.0
2357,Electronics City Phase 1,1314.0,2.0,2.0,60.0,2.0
2358,Electronics City Phase 1,1170.0,2.0,1.0,62.0,2.0
2359,Electronics City Phase 1,1450.0,3.0,2.0,79.0,3.0
2360,Electronics City Phase 1,940.0,2.0,1.0,48.0,2.0
2361,Electronics City Phase 1,940.0,2.0,1.0,44.0,2.0
2362,Electronics City Phase 1,1300.0,2.0,1.0,67.0,2.0
2363,Electronics City Phase 1,1028.0,2.0,1.0,51.0,2.0
2364,Electronics City Phase 1,1080.0,2.0,2.0,46.0,2.0
2365,Electronics City Phase 1,1205.0,2.0,2.0,60.0,2.0
2366,Electronics City Phase 1,1900.0,3.0,2.0,85.0,3.0
2367,Electronics City Phase 1,1305.0,2.0,1.0,67.0,2.0
2368,Electronics City Phase 1,755.0,1.0,0.0,30.12,1.0
2369,Electronics City Phase 1,1175.0,2.0,1.0,60.0,2.0
2370,Frazer Town,1700.0,3.0,1.0,180.0,3.0
2371,Frazer Town,1305.0,3.0,2.0,95.45,3.0
2372,Frazer Town,1870.0,3.0,3.0,185.0,3.0
2373,Frazer Town,1750.0,3.0,2.0,150.0,3.0
2374,Frazer Town,4850.0,6.0,2.0,385.0,4.0
2375,Frazer Town,2000.0,3.0,1.0,200.0,3.0
2376,Frazer Town,3500.0,4.0,2.0,330.0,3.0
2377,Frazer Town,2350.0,4.0,3.0,285.0,3.0
2378,Frazer Town,1550.0,2.0,2.0,140.0,2.0
2379,Frazer Town,1900.0,4.0,2.0,145.0,3.0
2380,Frazer Town,2560.0,3.0,2.0,265.0,3.0
2381,Frazer Town,2400.0,3.0,2.0,260.0,3.0
2382,Frazer Town,2560.0,3.0,2.0,288.0,3.0
2383,Frazer Town,3436.0,5.0,2.0,341.0,4.0
2384,Frazer Town,4856.0,5.0,3.0,410.0,4.0
2385,Frazer Town,1315.0,2.0,2.0,140.0,2.0
2386,Frazer Town,1706.0,3.0,3.0,154.0,3.0
2387,Frazer Town,2079.0,3.0,3.0,220.0,3.0
2388,Frazer Town,3435.0,2.0,1.0,341.0,4.0
2389,Frazer Town,3436.0,5.0,2.0,345.0,4.0
2390,Frazer Town,3100.0,3.0,2.0,400.0,3.0
2391,Frazer Town,5400.0,3.0,2.0,400.0,3.0
2392,Frazer Town,1180.0,2.0,1.0,105.0,2.0
2393,Frazer Town,2900.0,4.0,2.0,325.0,4.0
2394,Frazer Town,1870.0,3.0,3.0,180.0,3.0
2395,Frazer Town,896.0,1.0,0.0,100.0,1.0
2396,Frazer Town,1420.0,2.0,0.0,120.0,2.0
2397,GM Palaya,1820.0,2.0,3.0,86.0,3.0
2398,GM Palaya,1225.0,2.0,2.0,47.0,2.0
2399,GM Palaya,1140.0,2.0,2.0,48.95,2.0
2400,GM Palaya,1315.0,2.0,2.0,65.0,3.0
2401,GM Palaya,1315.0,3.0,1.0,65.0,3.0
2402,GM Palaya,1315.0,3.0,0.0,64.0,3.0
2403,GM Palaya,1735.0,3.0,2.0,70.0,3.0
2404,GM Palaya,1643.0,2.0,2.0,70.0,3.0
2405,Garudachar Palya,1325.0,2.0,2.0,60.8,3.0
2406,Garudachar Palya,1060.0,2.0,1.0,48.7,2.0
2407,Garudachar Palya,1150.0,2.0,1.0,52.75,2.0
2408,Garudachar Palya,1295.0,2.0,1.0,59.5,3.0
2409,Garudachar Palya,1320.0,2.0,2.0,60.6,3.0
2410,Garudachar Palya,1295.0,2.0,2.0,59.5,3.0
2411,Garudachar Palya,1150.0,2.0,2.0,52.8,2.0
2412,Garudachar Palya,1150.0,2.0,1.0,52.8,2.0
2413,Garudachar Palya,1060.0,2.0,1.0,48.5,2.0
2414,Garudachar Palya,1150.0,2.0,1.0,52.5,2.0
2415,Garudachar Palya,1325.0,2.0,2.0,60.8,3.0
2416,Garudachar Palya,1060.0,2.0,1.0,48.66,2.0
2417,Garudachar Palya,1150.0,2.0,2.0,52.0,2.0
2418,Garudachar Palya,1154.0,2.0,1.0,51.8,2.0
2419,Garudachar Palya,1325.0,2.0,2.0,60.0,3.0
2420,Giri Nagar,2400.0,4.0,1.0,400.0,4.0
2421,Giri Nagar,1800.0,3.0,2.0,252.0,3.0
2422,Giri Nagar,1350.0,3.0,0.0,240.0,3.0
2423,Giri Nagar,2400.0,4.0,2.0,400.0,4.0
2424,Giri Nagar,3000.0,4.0,1.0,375.0,6.0
2425,Giri Nagar,2400.0,6.0,1.0,400.0,6.0
2426,Giri Nagar,4000.0,3.0,2.0,750.0,4.0
2427,Gollarapalya Hosahalli,861.0,2.0,1.0,34.5,2.0
2428,Gollarapalya Hosahalli,1408.0,3.0,3.0,62.0,3.0
2429,Gollarapalya Hosahalli,861.0,2.0,1.0,34.5,2.0
2430,Gollarapalya Hosahalli,1318.0,3.0,1.0,54.0,3.0
2431,Gollarapalya Hosahalli,861.0,2.0,0.0,36.5,2.0
2432,Gollarapalya Hosahalli,1320.0,3.0,2.0,60.0,3.0
2433,Gollarapalya Hosahalli,1345.0,3.0,2.0,60.0,3.0
2434,Gollarapalya Hosahalli,1905.0,3.0,2.0,86.0,4.0
2435,Gollarapalya Hosahalli,1318.0,3.0,2.0,56.0,3.0
2436,Gollarapalya Hosahalli,1129.0,2.0,1.0,50.0,2.0
2437,Gottigere,1100.0,2.0,2.0,40.0,2.0
2438,Gottigere,967.0,2.0,3.0,45.0,2.0
2439,Gottigere,1618.0,3.0,3.0,82.5,3.0
2440,Gottigere,1222.0,2.0,1.0,63.0,2.0
2441,Gottigere,1600.0,2.0,2.0,55.0,3.0
2442,Gottigere,1300.0,3.0,3.0,65.0,3.0
2443,Gottigere,950.0,2.0,1.0,38.0,2.0
2444,Gottigere,1153.0,2.0,1.0,48.5,2.0
2445,Gottigere,812.0,1.0,0.0,26.0,1.0
2446,Gottigere,2000.0,4.0,2.0,82.0,4.0
2447,Gottigere,1460.0,2.0,2.0,65.0,3.0
2448,Gottigere,1500.0,3.0,2.0,70.0,3.0
2449,Gottigere,1621.0,3.0,3.0,72.0,3.0
2450,Gottigere,812.0,1.0,1.0,26.0,1.0
2451,Gottigere,990.0,2.0,1.0,40.0,2.0
2452,Gottigere,1235.0,2.0,2.0,63.0,2.0
2453,Gottigere,1385.0,3.0,2.0,64.0,3.0
2454,Gottigere,1000.0,2.0,1.0,35.0,2.0
2455,Gottigere,1010.0,2.0,1.0,35.0,2.0
2456,Gottigere,1385.0,2.0,2.0,50.0,3.0
2457,Gottigere,1425.0,2.0,2.0,47.0,3.0
2458,Gottigere,1435.0,2.0,3.0,62.0,3.0
2459,Gottigere,945.0,2.0,0.0,45.0,2.0
2460,Gottigere,1400.0,2.0,1.0,50.0,3.0
2461,Gottigere,2500.0,3.0,2.0,120.0,4.0
2462,Gottigere,1230.0,2.0,2.0,52.0,3.0
2463,Gottigere,1120.0,2.0,2.0,50.0,2.0
2464,Gottigere,1500.0,3.0,2.0,63.0,3.0
2465,Gottigere,1200.0,2.0,3.0,40.0,2.0
2466,Gottigere,1280.0,2.0,1.0,61.0,2.0
2467,Gottigere,1205.0,2.0,1.0,56.58,2.0
2468,Gottigere,1170.0,2.0,2.0,40.0,2.0
2469,Gottigere,3000.0,3.0,0.0,132.0,4.0
2470,Gottigere,1613.0,3.0,3.0,72.0,3.0
2471,Gottigere,1110.0,2.0,2.0,36.25,2.0
2472,Gottigere,1245.0,2.0,2.0,59.0,2.0
2473,Gottigere,1200.0,2.0,2.0,50.0,2.0
2474,Green Glen Layout,1670.0,3.0,2.0,120.0,3.0
2475,Green Glen Layout,3250.0,4.0,3.0,230.0,4.0
2476,Green Glen Layout,1776.42,3.0,2.0,105.0,3.0
2477,Green Glen Layout,3250.0,4.0,2.0,230.0,4.0
2478,Green Glen Layout,940.0,2.0,1.0,56.8,2.0
2479,Green Glen Layout,1075.0,2.0,1.0,60.0,2.0
2480,Green Glen Layout,1715.0,3.0,2.0,115.0,3.0
2481,Green Glen Layout,1751.0,2.0,1.0,115.0,3.0
2482,Green Glen Layout,1750.0,3.0,2.0,130.0,3.0
2483,Green Glen Layout,1530.0,3.0,2.0,105.0,3.0
2484,Green Glen Layout,1752.0,3.0,2.0,105.0,3.0
2485,Green Glen Layout,1680.0,4.0,3.0,95.0,3.0
2486,Green Glen Layout,1728.0,3.0,2.0,125.0,3.0
2487,Green Glen Layout,1645.0,3.0,2.0,110.0,3.0
2488,Green Glen Layout,1517.0,3.0,3.0,100.0,3.0
2489,Green Glen Layout,3150.0,4.0,3.0,218.0,4.0
2490,Green Glen Layout,3270.0,4.0,3.0,205.0,4.0
2491,Green Glen Layout,1750.0,3.0,2.0,120.0,3.0
2492,Green Glen Layout,1751.0,3.0,2.0,115.0,3.0
2493,Green Glen Layout,1750.0,3.0,2.0,105.0,3.0
2494,Green Glen Layout,1885.0,3.0,2.0,135.0,3.0
2495,Green Glen Layout,1715.0,3.0,3.0,120.0,3.0
2496,Green Glen Layout,1623.29,2.0,2.0,105.0,3.0
2497,Green Glen Layout,1715.0,3.0,3.0,115.0,3.0
2498,Green Glen Layout,1715.0,3.0,2.0,105.0,3.0
2499,Green Glen Layout,1600.0,3.0,3.0,105.0,3.0
2500,Green Glen Layout,1717.0,3.0,3.0,125.0,3.0
2501,Green Glen Layout,1250.0,2.0,0.0,75.0,2.0
2502,Green Glen Layout,1715.0,3.0,3.0,112.0,3.0
2503,Gubbalala,1470.0,2.0,2.0,82.0,3.0
2504,Gubbalala,1745.0,3.0,2.0,104.0,3.0
2505,Gubbalala,1745.0,3.0,2.0,115.0,3.0
2506,Gubbalala,1745.0,3.0,2.0,110.0,3.0
2507,Gubbalala,1650.0,3.0,2.0,71.0,3.0
2508,Gubbalala,2570.0,4.0,2.0,141.0,5.0
2509,Gubbalala,1205.0,2.0,2.0,70.0,2.0
2510,Gubbalala,1435.0,2.0,2.0,80.0,3.0
2511,Gubbalala,1475.0,2.0,2.0,80.0,2.0
2512,Gubbalala,2000.0,4.0,1.0,85.0,4.0
2513,Gubbalala,1100.0,2.0,2.0,49.5,2.0
2514,Gubbalala,1060.0,2.0,1.0,46.0,2.0
2515,Gubbalala,2000.0,3.0,3.0,125.0,3.0
2516,Gubbalala,4000.0,5.0,1.0,195.0,4.0
2517,Gunjur,1140.0,2.0,3.0,43.0,2.0
2518,Gunjur,1356.0,2.0,3.0,66.0,3.0
2519,Gunjur,1600.0,3.0,3.0,75.0,3.0
2520,Gunjur,2000.0,3.0,0.0,95.0,4.0
2521,Gunjur,1140.0,2.0,2.0,49.11,2.0
2522,Gunjur,1195.0,2.0,2.0,44.0,2.0
2523,Gunjur,1190.0,2.0,2.0,40.0,2.0
2524,Gunjur,1457.0,2.0,3.0,60.0,2.0
2525,Gunjur,1080.0,2.0,2.0,41.0,2.0
2526,Gunjur,2132.0,3.0,3.0,80.0,3.0
2527,Gunjur,1800.0,3.0,1.0,70.0,3.0
2528,Gunjur,1175.0,2.0,2.0,43.48,2.0
2529,Gunjur,1362.0,3.0,2.0,62.63,3.0
2530,Gunjur,1071.0,2.0,1.0,51.0,2.0
2531,Gunjur,1063.0,2.0,2.0,40.0,2.0
2532,Gunjur,1235.0,2.0,2.0,52.76,2.0
2533,Gunjur,1362.0,3.0,1.0,62.63,3.0
2534,Gunjur,1362.0,3.0,1.0,62.63,3.0
2535,Gunjur,1588.0,2.0,3.0,90.0,3.0
2536,Gunjur,1235.0,2.0,2.0,44.5,2.0
2537,Gunjur,1457.0,2.0,3.0,60.0,2.0
2538,HAL 2nd Stage,1490.0,2.0,2.0,300.0,3.0
2539,HAL 2nd Stage,600.0,3.0,2.0,145.0,2.0
2540,HAL 2nd Stage,2700.0,3.0,0.0,500.0,3.0
2541,HAL 2nd Stage,2040.0,4.0,1.0,500.0,5.0
2542,HBR Layout,2800.0,2.0,0.0,200.0,3.0
2543,HBR Layout,1722.0,3.0,2.0,95.0,3.0
2544,HBR Layout,1200.0,4.0,0.0,120.0,4.0
2545,HBR Layout,1200.0,2.0,2.0,60.0,2.0
2546,HBR Layout,1004.0,2.0,1.0,49.0,2.0
2547,HBR Layout,1783.0,3.0,2.0,125.0,3.0
2548,HBR Layout,1656.0,3.0,2.0,90.0,3.0
2549,HBR Layout,1089.0,2.0,1.0,60.0,2.0
2550,HBR Layout,1700.0,3.0,1.0,110.0,3.0
2551,HBR Layout,1198.0,2.0,1.0,65.0,2.0
2552,HBR Layout,1200.0,4.0,2.0,115.0,4.0
2553,HBR Layout,1200.0,2.0,0.0,120.0,2.0
2554,HBR Layout,1832.0,3.0,2.0,160.0,3.0
2555,HRBR Layout,1374.0,2.0,2.0,95.0,2.0
2556,HRBR Layout,1440.0,2.0,2.0,98.0,2.0
2557,HRBR Layout,1567.0,3.0,3.0,90.0,3.0
2558,HRBR Layout,2800.0,3.0,2.0,250.0,3.0
2559,HRBR Layout,1210.0,2.0,1.0,75.0,2.0
2560,HRBR Layout,1265.0,2.0,1.0,78.0,2.0
2561,HRBR Layout,1170.0,2.0,2.0,75.0,2.0
2562,HRBR Layout,1335.0,2.0,1.0,87.0,3.0
2563,HRBR Layout,1900.0,3.0,1.0,90.0,4.0
2564,HRBR Layout,1625.0,3.0,2.0,120.0,3.0
2565,HRBR Layout,1301.0,2.0,1.0,120.0,2.0
2566,HRBR Layout,1145.0,2.0,2.0,68.5,2.0
2567,HRBR Layout,1300.0,2.0,3.0,90.0,2.0
2568,HSR Layout,1400.0,3.0,2.0,56.0,3.0
2569,HSR Layout,1372.0,2.0,1.0,68.0,2.0
2570,HSR Layout,1430.0,2.0,1.0,65.0,3.0
2571,HSR Layout,1475.0,3.0,2.0,75.0,3.0
2572,HSR Layout,1467.0,2.0,1.0,55.0,2.0
2573,HSR Layout,1140.0,2.0,2.0,46.0,2.0
2574,HSR Layout,1372.0,2.0,1.0,61.0,2.0
2575,HSR Layout,1750.0,3.0,2.0,95.0,3.0
2576,HSR Layout,2424.0,3.0,2.0,90.0,3.0
2577,HSR Layout,1027.0,2.0,2.0,44.0,2.0
2578,HSR Layout,1650.0,3.0,2.0,110.0,3.0
2579,HSR Layout,1140.0,2.0,2.0,46.0,2.0
2580,HSR Layout,1372.0,2.0,1.0,61.0,2.0
2581,HSR Layout,1140.0,2.0,2.0,46.0,2.0
2582,HSR Layout,1185.0,2.0,2.0,60.0,2.0
2583,HSR Layout,1127.0,2.0,1.0,68.0,2.0
2584,HSR Layout,1600.0,2.0,2.0,115.0,3.0
2585,HSR Layout,1145.0,2.0,2.0,48.0,2.0
2586,HSR Layout,1009.0,2.0,2.0,56.0,2.0
2587,HSR Layout,1300.0,2.0,2.0,98.0,2.0
2588,HSR Layout,2400.0,3.0,3.0,88.0,3.0
2589,HSR Layout,1140.0,2.0,2.0,46.0,2.0
2590,HSR Layout,1126.0,2.0,1.0,69.0,2.0
2591,HSR Layout,1360.0,2.0,1.0,53.0,3.0
2592,HSR Layout,1140.0,2.0,2.0,46.0,2.0
2593,HSR Layout,1145.0,2.0,2.0,46.0,2.0
2594,HSR Layout,1142.0,2.0,2.0,65.0,2.0
2595,HSR Layout,1145.0,2.0,2.0,46.0,2.0
2596,HSR Layout,1844.0,3.0,3.0,95.0,3.0
2597,HSR Layout,1203.0,2.0,2.0,72.0,2.0
2598,HSR Layout,1140.0,2.0,2.0,46.0,2.0
2599,HSR Layout,4200.0,5.0,2.0,245.0,5.0
2600,HSR Layout,1140.0,2.0,2.0,46.0,2.0
2601,HSR Layout,1145.0,2.0,2.0,46.0,2.0
2602,HSR Layout,1009.0,2.0,2.0,56.0,2.0
2603,HSR Layout,1145.0,2.0,2.0,46.0,2.0
2604,HSR Layout,1100.0,2.0,2.0,44.0,2.0
2605,HSR Layout,1203.0,2.0,2.0,60.0,2.0
2606,HSR Layout,1120.0,2.0,1.0,70.0,2.0
2607,HSR Layout,1140.0,2.0,2.0,46.0,2.0
2608,HSR Layout,1289.0,2.0,2.0,70.0,2.0
2609,HSR Layout,1844.0,3.0,1.0,89.0,3.0
2610,HSR Layout,1203.0,2.0,2.0,60.0,2.0
2611,HSR Layout,1140.0,2.0,2.0,46.0,2.0
2612,Haralur Road,1240.0,2.0,1.0,70.0,2.0
2613,Haralur Road,1027.0,2.0,2.0,44.0,2.0
2614,Haralur Road,1464.0,3.0,2.0,56.0,3.0
2615,Haralur Road,2805.0,5.0,3.0,154.0,4.0
2616,Haralur Road,1194.0,2.0,2.0,47.0,2.0
2617,Haralur Road,1202.0,2.0,1.0,53.0,2.0
2618,Haralur Road,1056.0,2.0,1.0,61.0,2.0
2619,Haralur Road,1464.0,3.0,2.0,56.0,3.0
2620,Haralur Road,1810.0,3.0,2.0,100.0,3.0
2621,Haralur Road,1194.0,2.0,2.0,46.0,2.0
2622,Haralur Road,2805.0,4.0,3.0,154.0,4.0
2623,Haralur Road,1225.0,2.0,1.0,67.38,2.0
2624,Haralur Road,1243.0,2.0,1.0,46.0,2.0
2625,Haralur Road,1027.0,2.0,2.0,44.0,2.0
2626,Haralur Road,1920.0,3.0,1.0,115.0,3.0
2627,Haralur Road,1875.0,3.0,2.0,110.0,3.0
2628,Haralur Road,1194.0,2.0,2.0,47.0,2.0
2629,Haralur Road,1140.0,2.0,2.0,43.0,2.0
2630,Haralur Road,1027.0,2.0,2.0,44.0,2.0
2631,Haralur Road,1194.0,2.0,2.0,46.0,2.0
2632,Haralur Road,2017.0,3.0,2.0,125.0,3.0
2633,Haralur Road,1140.0,2.0,2.0,43.0,2.0
2634,Haralur Road,1875.0,3.0,3.0,110.0,3.0
2635,Haralur Road,1092.0,2.0,2.0,44.0,2.0
2636,Haralur Road,2475.0,4.0,2.0,130.0,3.0
2637,Haralur Road,1300.0,2.0,2.0,73.0,2.0
2638,Haralur Road,1194.0,2.0,2.0,47.0,2.0
2639,Haralur Road,1243.0,2.0,2.0,46.0,2.0
2640,Haralur Road,1850.0,3.0,2.0,110.0,3.0
2641,Haralur Road,1225.0,2.0,1.0,67.38,2.0
2642,Haralur Road,1243.0,2.0,2.0,46.0,2.0
2643,Haralur Road,3400.0,5.0,3.0,240.0,4.0
2644,Haralur Road,1464.0,2.0,2.0,56.0,2.0
2645,Haralur Road,1230.0,2.0,1.0,78.0,2.0
2646,Haralur Road,1000.0,2.0,2.0,44.0,2.0
2647,Haralur Road,3185.0,2.0,2.0,175.0,4.0
2648,Haralur Road,1300.0,2.0,2.0,79.0,2.0
2649,Haralur Road,1444.0,2.0,1.0,80.0,3.0
2650,Haralur Road,1088.0,2.0,1.0,68.0,2.0
2651,Haralur Road,1027.0,2.0,1.0,44.0,2.0
2652,Haralur Road,1464.0,3.0,2.0,56.0,3.0
2653,Haralur Road,1225.0,2.0,1.0,70.0,2.0
2654,Haralur Road,1464.0,3.0,3.0,56.0,3.0
2655,Haralur Road,1194.0,2.0,2.0,46.0,2.0
2656,Haralur Road,1830.0,3.0,2.0,101.0,3.0
2657,Haralur Road,1810.0,3.0,2.0,126.0,3.0
2658,Haralur Road,1464.0,2.0,2.0,56.0,2.0
2659,Haralur Road,1520.0,2.0,2.0,96.0,3.0
2660,Haralur Road,1300.0,2.0,2.0,75.0,2.0
2661,Haralur Road,2017.0,2.0,2.0,125.0,3.0
2662,Haralur Road,1243.0,2.0,2.0,46.0,2.0
2663,Haralur Road,1027.0,2.0,2.0,44.0,2.0
2664,Haralur Road,2805.0,5.0,3.0,160.0,4.0
2665,Haralur Road,1243.0,2.0,2.0,46.0,2.0
2666,Haralur Road,1027.0,2.0,2.0,44.0,2.0
2667,Haralur Road,2017.0,3.0,2.0,105.0,3.0
2668,Haralur Road,1243.0,2.0,2.0,46.0,2.0
2669,Haralur Road,1243.0,2.0,2.0,46.0,2.0
2670,Haralur Road,1520.0,2.0,2.0,90.0,3.0
2671,Haralur Road,1300.0,2.0,2.0,60.0,2.0
2672,Haralur Road,1985.0,3.0,2.0,130.0,3.0
2673,Haralur Road,1255.0,2.0,1.0,90.0,3.0
2674,Haralur Road,1056.0,2.0,1.0,60.0,2.0
2675,Haralur Road,1140.0,2.0,1.0,42.0,2.0
2676,Haralur Road,1245.0,2.0,3.0,62.0,2.0
2677,Haralur Road,1140.0,2.0,2.0,58.0,2.0
2678,Haralur Road,1140.0,2.0,2.0,42.0,2.0
2679,Haralur Road,1027.0,2.0,2.0,43.0,2.0
2680,Haralur Road,1194.0,2.0,2.0,47.0,2.0
2681,Haralur Road,1194.0,2.0,2.0,47.0,2.0
2682,Haralur Road,1560.0,3.0,1.0,90.0,3.0
2683,Haralur Road,1520.0,2.0,2.0,85.0,3.0
2684,Haralur Road,1243.0,2.0,2.0,45.0,2.0
2685,Haralur Road,1027.0,2.0,2.0,44.0,2.0
2686,Haralur Road,1194.0,2.0,2.0,46.0,2.0
2687,Haralur Road,1650.0,3.0,3.0,100.0,3.0
2688,Haralur Road,1580.0,3.0,1.0,73.0,3.0
2689,Haralur Road,1243.0,2.0,2.0,46.0,2.0
2690,Haralur Road,1194.0,2.0,2.0,47.0,2.0
2691,Haralur Road,2805.0,4.0,3.0,154.0,4.0
2692,Haralur Road,1520.0,2.0,2.0,96.0,3.0
2693,Haralur Road,1510.0,3.0,2.0,83.05,3.0
2694,Haralur Road,1056.0,2.0,1.0,65.0,2.0
2695,Haralur Road,1810.0,3.0,2.0,100.0,3.0
2696,Haralur Road,1243.0,2.0,2.0,46.0,2.0
2697,Haralur Road,575.0,1.0,1.0,38.0,1.0
2698,Haralur Road,1194.0,2.0,2.0,46.0,2.0
